Kingdom	Phylum	Class	Order	Family	Genus	Species
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Flavonifractor_sp._An100
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	bacterium_P2G6
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	uncultured_Clostridiales_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	uncultured_organism
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor_sp._An306
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Flavonifractor_plautii
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	bacterium_P1C2
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	uncultured_Clostridiales_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	uncultured
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	Lachnospiraceae_bacterium_19gly4
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	uncultured_Ruminococcaceae_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	uncultured_rumen_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	unidentified
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	uncultured_Clostridiales_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	uncultured
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospira	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospira	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	human_gut_metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	uncultured_Oscillospira_sp.
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-003	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-003	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	uncultured_Clostridiales_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	uncultured_Ruminococcaceae_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	uncultured_bacterium_Adhufec311
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	uncultured_organism
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	uncultured_rumen_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-007	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-007	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	V9D2013_group	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	None	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	Clostridiales_bacterium_24-4c
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	Pseudoflavonifractor_sp._Marseille-P3106
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	uncultured_rumen_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	unidentified
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus_rubiinfantis
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus_sp._NML_070203
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Blattella_germanica_German_cockroach
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella_massiliensis
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	CAG-352	human_gut_metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	CAG-352	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus_Soleaferrea	Candidatus_Soleaferrea_massiliensis_AP7
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus_Soleaferrea	Neobitarella_massiliensis
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus_Soleaferrea	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus_Soleaferrea	uncultured_Clostridiales_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus_Soleaferrea	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus_Soleaferrea	uncultured_Ruminococcaceae_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus_Soleaferrea	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Caproiciproducens	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Caproiciproducens	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	DTU089	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	uncultured_organism
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Harryflintia	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Harryflintia	uncultured_organism
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae_Sedis	Ruminococcaceae_bacterium_Marseille-P3449
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae_Sedis	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae_Sedis	uncultured_Clostridiaceae_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae_Sedis	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	human_gut_metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	Anaerotruncus_colihominis
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	Massilimaliae_massiliensis
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	uncultured_Clostridiaceae_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Phocea	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Anaeromassilibacillus_sp._An172
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Clostridiaceae_bacterium_DJF_VR76
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus_champanellensis
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus_flavefaciens
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus_sp._25F6
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus_sp._Marseille-P6503
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	activated_sludge_metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	bacterium_enrichment_culture_clone_KWE55-24
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	uncultured_Faecalibacterium_sp.
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UBA1819	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UBA1819	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Eubacterium_siraeum_group	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Eubacterium_siraeum_group	human_gut_metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Eubacterium_siraeum_group	uncultured_bacterium_Adhufec53.25
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	metagenome	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	None	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	None	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	bacterium_enrichment_culture_clone_BBMC-9	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	metagenome	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	uncultured_Clostridiales_bacterium	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	uncultured_Ruminococcaceae_bacterium	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	uncultured_bacterium	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	uncultured_organism	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	uncultured_rumen_bacterium	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	unidentified	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-011	metagenome	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Clostridium_methylpentosum_group	metagenome	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Clostridium_methylpentosum_group	None	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	Carnobacterium_sp._N15.MGS-251	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	Clostridium_sp._YIT_12069	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	Eubacteriaceae_bacterium_CHKCI005	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	None	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	metagenome	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	uncultured_Bacteroidetes_bacterium	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	uncultured_Clostridiales_bacterium	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	uncultured_Firmicutes_bacterium	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	uncultured_Ruminococcaceae_bacterium	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	uncultured_rumen_bacterium	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	unidentified	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Eubacterium_coprostanoligenes_group	unidentified_rumen_bacterium_RFN63	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	None	None	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	uncultured	None	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	uncultured_Firmicutes_bacterium	None	None
Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus	None
Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus	metagenome
Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus	uncultured_organism
Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerococcus	None	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	metagenome
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	uncultured_Clostridiales_bacterium
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	uncultured
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_UCG-001	Peptostreptococcaceae_bacterium_oral_taxon_091
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_UCG-001	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_UCG-001	metagenome
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	Mobilibacterium_timonense
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	Mogibacterium_timidum
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	gut_metagenome
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	uncultured_Enterococcus_sp.
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	uncultured_Eubacteriaceae_bacterium
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	S5-A14a	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Eubacterium_brachy_group	Eubacterium_brachy
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Eubacterium_brachy_group	human_gut_metagenome
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Eubacterium_brachy_group	uncultured_Eubacteriaceae_bacterium
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Eubacterium_brachy_group	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Eubacterium_nodatum_group	Eubacterium_infirmum
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Eubacterium_nodatum_group	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	None	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	uncultured	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Ezakiella	uncultured_Clostridia_bacterium	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Ezakiella	uncultured_bacterium	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fenollaria	None	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Finegoldia	None	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Helcococcus	Helcococcus_sueciensis	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Murdochiella	uncultured_organism	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Parvimonas	None	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptoniphilus	Candidatus_Peptoniphilus_massiliensis	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptoniphilus	Peptoniphilus_lacrimalis	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptoniphilus	Peptoniphilus_sp._BV3C26	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptoniphilus	Peptoniphilus_sp._S197	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptoniphilus	Tissierellia_bacterium_S5-A11	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptoniphilus	None	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	uncultured_Clostridium_sp.
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Filifactor	Filifactor_Alocis
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Intestinibacter	Clostridiaceae_bacterium_DJF_VP56
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Intestinibacter	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paeniclostridium	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paeniclostridium	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus_stomatis
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	metagenome
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	None	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	Sedimentibacter	None
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	W5053	uncultured_Streptococcaceae_bacterium	None
Bacteria	Firmicutes	Clostridia	None	None	None	None
Bacteria	Firmicutes	Clostridia	uncultured	metagenome	None	None
Bacteria	Firmicutes	Clostridia	uncultured	uncultured_Ruminococcaceae_bacterium	None	None
Bacteria	Firmicutes	Clostridia	uncultured	uncultured_bacterium	None	None
Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	PAC001687	PAC001687
Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	PAC001687	PAC001689
Bacteria	Firmicutes	Incertae_Sedis	DTU014	unidentified	None	None
Bacteria	Firmicutes	Limnochordia	M55-D21	uncultured_compost_bacterium	None	None
Bacteria	Firmicutes	Moorellia	Desulfitibacterales	Desulfitibacteraceae	Desulfitibacter	human_gut_metagenome
Bacteria	Firmicutes	Moorellia	Desulfitibacterales	Desulfitibacteraceae	Desulfitibacter	uncultured_bacterium
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	None
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	None
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	metagenome
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	uncultured_Phascolarctobacterium_sp.
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	uncultured_Veillonellaceae_bacterium
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	None
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	human_gut_metagenome
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Propionispora	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Anaerovibrio	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Mitsuokella	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_bovis
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	Veillonellaceae_bacterium_oral_taxon_150
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	None	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	uncultured	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Allisonella	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Anaeroglobus	Anaeroglobus_geminatus
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	Dialister_pneumosintes
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	Dialister_sp._oral_taxon_A97
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	Lactobacillus_sp._AB032
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera_stantonii
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Negativicoccus	uncultured_bacterium
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	Veillonella_seminalis
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	None
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	uncultured_Megasphaera_sp.
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	uncultured_methanogenic_Archaeon
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	None	None
Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas	None
Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas	fermentation_metagenome
Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	None	None
Bacteria	Firmicutes	None	None	None	None	None
Bacteria	Firmicutes	uncultured	uncultured_Peptococcaceae_bacterium	None	None	None
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	None
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	uncultured_prokaryote
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_necrophorum
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	None
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	metagenome
